NORAD ID,Name,International Code,launch date ,Period (minutes),Status,Beacon (MHz),Category,magnitude,PRN,Longitude,SV,isFavourite
40208,USA 257 (CLIO),2014-055A,09/17/2014,1436.1,,,Geostationary,,,95.8¡ E,,
40147,MEASAT 3B,2014-054B,09/11/2014,1436.1,,,Geostationary,,,91.5¡ E,,
40146,OPTUS 10,2014-054A,09/11/2014,1436.1,,,Geostationary,,,156¡ E,,
40141,ASIASAT 6,2014-052A,09/07/2014,1436.1,,,Geostationary,,,119.9¡ E,,
40107,ASIASAT 8,2014-046A,08/05/2014,1436.1,,,Geostationary,,,3.9¡ W,,
39773,EUTE 3B,2014-030A,05/26/2014,1436.1,,,Geostationary,,,3.1¡ E,,
39751,USA 252,2014-027A,05/22/2014,1436.1,,,Geostationary,,,170.2¡ E,,
39728,KAZSAT 3,2014-023B,04/28/2014,1436.1,,,Geostationary,,,58.5¡ E,,
39727,LUCH 5V,2014-023A,04/28/2014,1436,,,Geostationary,,,94.7¡ E,,
39652,USA 250 (NROL-67),2014-020A,04/10/2014,1436.1,,,Geostationary,,,81.1¡ E,,
39635,IRNSS 1B,2014-017A,04/04/2014,1436.1,,,Geostationary,,,52¡ E,,
39617,ASTRA 5B,2014-011B,03/22/2014,1436.1,,,Geostationary,,,31.5¡ E,,
39616,AMAZONAS 4A,2014-011A,03/22/2014,1436.2,,,Geostationary,,,74¡ W,,
39613,EXPRESS AT-2,2014-010B,03/15/2014,1436.1,,,Geostationary,,,139.8¡ E,,
39612,EXPRESS AT-1,2014-010A,03/15/2014,1436.1,,,Geostationary,,,56¡ E,,
39522,TURKSAT 4A,2014-007A,02/14/2014,1436.1,,,Geostationary,,,42¡ E,,
39509,ATHENA-FIDUS,2014-006B,02/06/2014,1436.1,,,Geostationary,,,37.8¡ E,,
39508,ABS 2,2014-006A,02/06/2014,1436.1,,,Geostationary,,,74.9¡ E,,
39504,TDRS-12,2014-004A,01/23/2014,1436.1,,,Geostationary,,,40.9¡ W,,
39500,THAICOM 6,2014-002A,01/06/2014,1436.1,,,Geostationary,,,78.5¡ E,,
39498,GSAT-14,2014-001A,01/05/2014,1436.1,,,Geostationary,,,74¡ E,,
39487,EXPRESS-AM5,2013-077A,12/26/2013,1436.1,,,Geostationary,,,140¡ E,,
39481,TUPAC KATARI,2013-075A,12/20/2013,1436.1,,,Geostationary,,,87.1¡ W,,
39476,INMARSAT 5-F1,2013-073A,12/08/2013,1436.2,,,Geostationary,,,62.6¡ E,,
39460,SES-8,2013-071A,12/03/2013,1436.1,,,Geostationary,,,95¡ E,,
39375,RADUGA-1M 3,2013-062A,11/11/2013,1436.1,,,Geostationary,,,70¡ E,,
39285,ASTRA 2E,2013-056A,09/29/2013,1436.1,,,Geostationary,,,28.5¡ E,,
39256,AEHF-3 (USA 246),2013-050A,09/18/2013,1436.1,,,Geostationary,,,152.1¡ E,,
39237,AMOS-4,2013-045A,08/31/2013,1436.1,,,Geostationary,,,65¡ E,,
39234,GSAT-7 (INSAT 4F),2013-044B,08/29/2013,1436.1,,,Geostationary,,,73.9¡ E,,
39233,EUTELSAT 25B,2013-044A,08/29/2013,1436.1,,,Geostationary,,,25.5¡ E,,
39222,WGS F6 (USA 244),2013-041A,08/08/2013,1436.1,,,Geostationary,,,135.2¡ W,,
39216,INSAT 3D,2013-038B,07/25/2013,1436.1,,,Geostationary,,,82.2¡ E,,
39215,ALPHASAT (INMARSAT 4A-F4),2013-038A,07/25/2013,1436.1,,,Geostationary,,,24.8¡ E,,
39199,IRNSS-1A,2013-034A,07/01/2013,1436,,,Geostationary,,,51.6¡ E,,
39172,SES-6,2013-026A,06/03/2013,1436.1,,,Geostationary,,,40.5¡ W,,
39163,EUTE 3D,2013-022A,05/14/2013,1436.1,,,Geostationary,,,7¡ E,,
39157,CHINASAT 11,2013-020A,05/01/2013,1436.1,,,Geostationary,,,98¡ E,,
39127,ANIK G1,2013-014A,04/15/2013,1436.1,,,Geostationary,,,107.3¡ W,,
39122,SATMEX 8,2013-012A,03/26/2013,1436.1,,,Geostationary,,,116.8¡ W,,
39120,SBIRS GEO 2 (USA 241),2013-011A,03/19/2013,1436.1,,,Geostationary,,,24.4¡ E,,
39079,AZERSPACE 1,2013-006B,02/07/2013,1436.1,,,Geostationary,,,46¡ E,,
39078,AMAZONAS 3,2013-006A,02/07/2013,1436.1,,,Geostationary,,,60.9¡ W,,
39070,TDRS 11,2013-004A,01/31/2013,1436.2,,,Geostationary,,,174.3¡ W,,
39035,MEXSAT 3,2012-075B,12/19/2012,1436.1,,,Geostationary,,,114.8¡ W,,
39034,SKYNET 5D,2012-075A,12/19/2012,1436.1,,,Geostationary,,,52.7¡ E,,
39022,YAMAL 402,2012-070A,12/08/2012,1436.1,,,Geostationary,,,54.9¡ E,,
39020,EUTE 70B,2012-069A,12/03/2012,1436.1,,,Geostationary,,,70.5¡ E,,
39017,CHINASAT 15A,2012-067A,11/27/2012,1436.1,,,Geostationary,,,87.5¡ E,,
39008,ECHOSTAR 16,2012-065A,11/20/2012,1436.1,,,Geostationary,,,61.5¡ W,,
38992,EUTE 21B,2012-062B,11/10/2012,1436.1,,,Geostationary,,,21.6¡ E,,
38991,STARONE C3,2012-062A,11/10/2012,1436.1,,,Geostationary,,,75¡ W,,
38978,YAMAL 300K,2012-061B,11/02/2012,1436.1,,,Geostationary,,,177.1¡ W,,
38977,LUCH 5B,2012-061A,11/02/2012,1436.1,,,Geostationary,,,16.2¡ W,,
38953,BEIDOU G6,2012-059A,10/25/2012,1436.1,,,Geostationary,,,83.9¡ E,,
38867,INTELSAT 23,2012-057A,10/14/2012,1436.1,,,Geostationary,,,53¡ W,,
38779,GSAT 10,2012-051B,09/28/2012,1436.1,,,Geostationary,,,83¡ E,,
38778,ASTRA 2F,2012-051A,09/28/2012,1436.1,,,Geostationary,,,28.2¡ E,,
38749,INTELSAT 21,2012-045A,08/19/2012,1436.1,,,Geostationary,,,58¡ W,,
38745,EXPRESS MD2,2012-044B,08/06/2012,131.4,,,Geostationary,,,30¡ E,,
38741,HYLAS 2,2012-043B,08/02/2012,1436.1,,,Geostationary,,,31¡ E,,
38740,INTELSAT 20,2012-043A,08/02/2012,1436.1,,,Geostationary,,,68.5¡ E,,
38730,TIANLIAN 1-03,2012-040A,07/25/2012,1436.1,,,Geostationary,,,10.5¡ E,,
38652,SES 5,2012-036A,07/09/2012,1436.1,,,Geostationary,,,5¡ E,,
38552,METEOSAT 10 (MSG 3),2012-035B,07/05/2012,1436.2,,,Geostationary,,,9.8¡ E,,
38551,ECHOSTAR 17,2012-035A,07/05/2012,1436.1,,,Geostationary,,,107.1¡ W,,
38356,INTELSAT 19,2012-030A,06/01/2012,1436.1,,,Geostationary,,,166¡ E,,
38352,CHINASAT 2A,2012-028A,05/26/2012,1436.1,,,Geostationary,,,98.2¡ E,,
38342,NIMIQ 6,2012-026A,05/17/2012,1436.1,,,Geostationary,,,91.1¡ W,,
38332,VINASAT 2,2012-023B,05/15/2012,1436.1,,,Geostationary,,,131.8¡ E,,
38331,JCSAT 13,2012-023A,05/15/2012,1436.1,,,Geostationary,,,124¡ E,,
38254,AEHF 2 (USA 235),2012-019A,05/04/2012,1436.1,,,Geostationary,,,67.5¡ W,,
38245,YAHSAT 1B,2012-016A,04/23/2012,1436.1,,,Geostationary,,,47.6¡ E,,
38107,APSTAR 7,2012-013A,03/31/2012,1436.1,,,Geostationary,,,76.5¡ E,,
38098,INTELSAT 22,2012-011A,03/25/2012,1436.1,,,Geostationary,,,72.1¡ E,,
38093,MUOS,2012-009A,02/24/2012,1436.1,,,Geostationary,,,176.4¡ W,,
38087,SES 4,2012-007A,02/14/2012,1436.1,,,Geostationary,,,22¡ W,,
38070,WGS F4 (USA 233),2012-003A,01/20/2012,1436.1,,,Geostationary,,,88.4¡ E,,
38049,FENGYUN 2F,2012-002A,01/13/2012,1436.1,,,Geostationary,,,112.6¡ E,,
38014,NIGCOMSAT 1R,2011-077A,12/19/2011,1436,,,Geostationary,,,42.5¡ E,,
37951,LUCH 5A,2011-074B,12/11/2011,1436.1,,,Geostationary,,,165.8¡ E,,
37950,AMOS 5,2011-074A,12/11/2011,1435.6,,,Geostationary,,,21.9¡ E,,
37933,ASIASAT 7,2011-069A,11/25/2011,1436.1,,,Geostationary,,,105.5¡ E,,
37843,VIASAT 1,2011-059A,10/19/2011,1436.1,,,Geostationary,,,115.1¡ W,,
37836,EUTE 16A (EUTE W3C),2011-057A,10/07/2011,1436.1,,,Geostationary,,,16¡ E,,
37834,INTELSAT 18,2011-056A,10/05/2011,1436.1,,,Geostationary,,,180¡ W,,
37826,QUETZSAT 1,2011-054A,09/29/2011,1436.1,,,Geostationary,,,77¡ W,,
37816,EUTE 7 WEST A (AB 7),2011-051A,09/24/2011,1436.1,,,Geostationary,,,7.4¡ W,,
37810,ARABSAT 5C,2011-049B,09/21/2011,1436.1,,,Geostationary,,,20¡ E,,
37809,SES 2,2011-049A,09/21/2011,1436.1,,,Geostationary,,,87¡ W,,
37806,COSMOS 2473,2011-048A,09/20/2011,1436.1,,,Geostationary,,,13.5¡ W,,
37804,CHINASAT 1A,2011-047A,09/17/2011,1436.1,,,Geostationary,,,129.8¡ E,,
37779,PAKSAT 1R,2011-042A,08/11/2011,1436.1,,,Geostationary,,,38¡ E,,
37776,BSAT-3C,2011-041B,08/06/2011,1436.1,,,Geostationary,,,110¡ E,,
37775,ASTRA 1N,2011-041A,08/06/2011,1436.1,,,Geostationary,,,19.2¡ E,,
37763,BEIDOU IGSO 4,2011-038A,07/26/2011,1435.9,,,Geostationary,,,101.2¡ E,,
37749,KAZSAT 2,2011-035B,07/15/2011,1436.1,,,Geostationary,,,86.5¡ E,,
37748,SES 3,2011-035A,07/15/2011,1436.1,,,Geostationary,,,103¡ W,,
37746,GSAT 12,2011-034A,07/15/2011,1436.1,,,Geostationary,,,83.1¡ E,,
37737,TIANLIAN 1-02,2011-032A,07/11/2011,1436.1,,,Geostationary,,,176.8¡ E,,
37677,CHINASAT 10,2011-026A,06/20/2011,1436.1,,,Geostationary,,,110.5¡ E,,
37606,ST 2,2011-022B,05/20/2011,1436.1,,,Geostationary,,,88¡ E,,
37605,GSAT 8,2011-022A,05/20/2011,1436.1,,,Geostationary,,,55¡ E,,
37602,TELSTAR 14R,2011-021A,05/20/2011,1436.1,,,Geostationary,,,63¡ W,,
37481,SBIRS GEO 1 (USA 230),2011-019A,05/07/2011,1436.1,,,Geostationary,,,76.3¡ E,,
37393,YAHSAT 1A,2011-016B,04/22/2011,1436.1,,,Geostationary,,,52.5¡ E,,
37392,INTELSAT NEW DAWN,2011-016A,04/22/2011,1436.1,,,Geostationary,,,32.8¡ E,,
37384,BEIDOU IGSO 3,2011-013A,04/09/2011,1436.3,,,Geostationary,,,135.2¡ E,,
37344,ELEKTRO-L,2011-001A,01/20/2011,1436,,,Geostationary,,,179.6¡ E,,
37265,KOREASAT 6,2010-070B,12/29/2010,1436.1,,,Geostationary,,,116¡ E,,
37264,HISPASAT 1E,2010-070A,12/29/2010,1436.1,,,Geostationary,,,30¡ W,,
37258,EUTE KA SAT 9A (KA SAT),2010-069A,12/26/2010,1436.1,,,Geostationary,,,9.1¡ E,,
37256,BEIDOU IGSO 2,2010-068A,12/17/2010,1436,,,Geostationary,,,112.2¡ E,,
37238,INTELSAT 17,2010-065B,11/26/2010,1436.1,,,Geostationary,,,66¡ E,,
37237,HYLAS 1,2010-065A,11/26/2010,1436.1,,,Geostationary,,,33.4¡ W,,
37234,CHINASAT 20A,2010-064A,11/24/2010,1436.1,,,Geostationary,,,130¡ E,,
37218,SKYTERRA 1,2010-061A,11/14/2010,1436.1,,,Geostationary,,,101.3¡ W,,
37210,BEIDOU G4,2010-057A,10/31/2010,1436.1,,,Geostationary,,,160¡ E,,
37207,BSAT-3B,2010-056B,10/28/2010,1436.1,,,Geostationary,,,109.8¡ E,,
37206,EUTELSAT W3B,2010-056A,10/28/2010,580.1,,,Geostationary,,,57.4¡ W,,
37185,XM-5,2010-053A,10/14/2010,1436.1,,,Geostationary,,,85.2¡ W,,
37150,CHINASAT 6A,2010-042A,09/04/2010,1436.1,,,Geostationary,,,125.1¡ E,,
36868,AEHF 1 (USA 214),2010-039A,08/14/2010,1436.1,,,Geostationary,,,4¡ E,,
36831,RASCOM QAF 1R,2010-037B,08/04/2010,1436.1,,,Geostationary,,,2.9¡ E,,
36830,NILESAT 201,2010-037A,08/04/2010,1436.1,,,Geostationary,,,7¡ W,,
36792,ECHOSTAR 15,2010-034A,07/10/2010,1436.1,,,Geostationary,,,61.6¡ W,,
36745,ARABSAT 5A,2010-032B,06/26/2010,1436.1,,,Geostationary,,,30.5¡ E,,
36744,COMS 1,2010-032A,06/26/2010,1436.2,,,Geostationary,,,128.1¡ E,,
36592,BADR-5 (ARABSAT 5B),2010-025A,06/03/2010,1436.1,,,Geostationary,,,25.9¡ E,,
36590,BEIDOU G3,2010-024A,06/02/2010,1436.1,,,Geostationary,,,80¡ E,,
36582,COMSATBW-2,2010-021B,05/21/2010,1436.1,,,Geostationary,,,13.2¡ E,,
36581,ASTRA 3B,2010-021A,05/21/2010,1436.1,,,Geostationary,,,23.5¡ E,,
36516,SES 1,2010-016A,04/24/2010,1436.1,,,Geostationary,,,101¡ W,,
36499,ECHOSTAR 14,2010-010A,03/20/2010,1436.1,,,Geostationary,,,118.9¡ W,,
36411,GOES 15,2010-008A,03/04/2010,1436.1,,,Geostationary,,,128.5¡ W,,
36397,INTELSAT 16,2010-006A,02/12/2010,1436.1,,,Geostationary,,,76.2¡ W,,
36287,BEIDOU G1,2010-001A,01/16/2010,1436.1,,,Geostationary,,,140.1¡ E,,
36131,DIRECTV 12,2009-075A,12/29/2009,1436.1,,,Geostationary,,,102.8¡ W,,
36108,WGS F3 (USA 211),2009-068A,12/06/2009,1436.1,,,Geostationary,,,12¡ W,,
36106,INTELSAT 15,2009-067A,11/30/2009,1436.1,,,Geostationary,,,85.1¡ E,,
36101,EUTE 36B (EUTE W7),2009-065A,11/24/2009,1436,,,Geostationary,,,35.9¡ E,,
36097,INTELSAT 14,2009-064A,11/23/2009,1436.1,,,Geostationary,,,45¡ W,,
36033,THOR 6,2009-058B,10/29/2009,1436.1,,,Geostationary,,,0.8¡ W,,
36032,NSS 12,2009-058A,10/29/2009,1436.1,,,Geostationary,,,57¡ E,,
35943,COMSATBW-1,2009-054B,09/30/2009,1436.1,,,Geostationary,,,63¡ E,,
35942,AMAZONAS 2,2009-054A,09/30/2009,1436.2,,,Geostationary,,,61¡ W,,
35873,NIMIQ 5,2009-050A,09/17/2009,1436.1,,,Geostationary,,,72.7¡ W,,
35812,PALAPA D,2009-046A,08/31/2009,1436.1,,,Geostationary,,,112.9¡ E,,
35756,OPTUS D3,2009-044B,08/21/2009,1436.1,,,Geostationary,,,156¡ E,,
35755,JCSAT 12,2009-044A,08/21/2009,1436.1,,,Geostationary,,,169¡ E,,
35696,ASIASAT 5,2009-042A,08/11/2009,1436.1,,,Geostationary,,,100.5¡ E,,
35496,TERRESTAR 1,2009-035A,07/01/2009,1436.1,,,Geostationary,,,110.9¡ W,,
35491,GOES 14,2009-033A,06/27/2009,1436.1,,,Geostationary,,,104¡ W,,
35362,MEASAT 3A,2009-032A,06/21/2009,1436.1,,,Geostationary,,,91.5¡ E,,
34941,SES 7 (PROTOSTAR 2),2009-027A,05/16/2009,1436.1,,,Geostationary,,,108.2¡ E,,
34810,SICRAL 1B,2009-020A,04/20/2009,1436.1,,,Geostationary,,,11.9¡ E,,
34779,BEIDOU G2,2009-018A,04/14/2009,1434.7,,,Geostationary,,,54.6¡ E,,
34713,WGS F2 (USA 204),2009-017A,04/04/2009,1436.1,,,Geostationary,,,60.2¡ E,,
34710,EUTE 10A (EUTE W2A),2009-016A,04/03/2009,1436.1,,,Geostationary,,,10¡ E,,
34264,RADUGA-1 8,2009-010A,02/28/2009,1442.5,,,Geostationary,,,15.2¡ E,,
34111,TELSTAR 11N,2009-009A,02/26/2009,1436.1,,,Geostationary,,,37.5¡ W,,
33750,EUTE 3C (HB 10),2009-008B,02/12/2009,1436.1,,,Geostationary,,,33.1¡ E,,
33749,NSS 9,2009-008A,02/12/2009,1436.1,,,Geostationary,,,176.9¡ W,,
33596,EXPRESS MD1,2009-007B,02/11/2009,1452.9,,,Geostationary,,,91¡ W,,
33595,EXPRESS AM-44,2009-007A,02/11/2009,1436.1,,,Geostationary,,,11¡ W,,
33460,EUTE 28B (EUTE W2M),2008-065B,12/20/2008,1436.1,,,Geostationary,,,48.1¡ E,,
33459,EUTE HOT BIRD 13C (HB 9),2008-065A,12/20/2008,1436.1,,,Geostationary,,,13¡ E,,
33453,CIEL-2,2008-063A,12/10/2008,1436.1,,,Geostationary,,,128.8¡ W,,
33436,ASTRA 1M,2008-057A,11/05/2008,1436.1,,,Geostationary,,,19.1¡ E,,
33414,VENESAT-1,2008-055A,10/29/2008,1436.1,,,Geostationary,,,77.9¡ W,,
33376,GALAXY 19,2008-045A,09/24/2008,1436.1,,,Geostationary,,,97¡ W,,
33373,NIMIQ 4,2008-044A,09/19/2008,1436.1,,,Geostationary,,,82¡ W,,
33278,INMARSAT 4-F3,2008-039A,08/18/2008,1436.1,,,Geostationary,,,97.9¡ W,,
33275,AMC-21,2008-038B,08/14/2008,1436.1,,,Geostationary,,,124.9¡ W,,
33274,SUPERBIRD 7,2008-038A,08/14/2008,1436.1,,,Geostationary,,,144¡ E,,
33207,ECHOSTAR 11,2008-035A,07/16/2008,1436.1,,,Geostationary,,,110¡ W,,
33154,BADR 6,2008-034B,07/07/2008,1436.1,,,Geostationary,,,26¡ E,,
33153,INTELSAT 25(PROTOSTAR 1),2008-034A,07/07/2008,1436.1,,,Geostationary,,,31.5¡ W,,
33108,COSMOS 2440,2008-033A,06/27/2008,1436.2,,,Geostationary,,,71¡ E,,
33056,TURKSAT 3A,2008-030B,06/12/2008,1436.1,,,Geostationary,,,42¡ E,,
33055,SKYNET 5C,2008-030A,06/12/2008,1436.1,,,Geostationary,,,17.8¡ W,,
33051,CHINASAT 9,2008-028A,06/09/2008,1436.1,,,Geostationary,,,92.2¡ E,,
32951,GALAXY 18,2008-024A,05/21/2008,1436.1,,,Geostationary,,,123¡ W,,
32794,AMOS 3,2008-022A,04/28/2008,1436.1,,,Geostationary,,,4.1¡ W,,
32779,CTDRS,2008-019A,04/25/2008,1436.1,,,Geostationary,,,79.9¡ E,,
32768,STAR ONE C2,2008-018B,04/18/2008,1436.1,,,Geostationary,,,70¡ W,,
32767,VINASAT 1,2008-018A,04/18/2008,1436.1,,,Geostationary,,,131.9¡ E,,
32763,ICO G-1,2008-016A,04/14/2008,1436.1,,,Geostationary,,,92.8¡ W,,
32729,DIRECTV 11,2008-013A,03/19/2008,1436.1,,,Geostationary,,,99.2¡ W,,
32708,AMC-14,2008-011A,03/14/2008,1436.1,,,Geostationary,,,16.5¡ E,,
32500,WINDS (KIZUNA),2008-007A,02/23/2008,1436.1,,,Geostationary,,,143¡ E,,
32487,THOR 5,2008-006A,02/11/2008,1436.1,,,Geostationary,,,0.8¡ W,,
32478,EXPRESS AM-33,2008-003A,01/28/2008,1436.1,,,Geostationary,,,96.5¡ E,,
32404,THURAYA 3,2008-001A,01/15/2008,1436.1,,,Geostationary,,,98.5¡ E,,
32388,HORIZONS 2,2007-063B,12/21/2007,1436.1,,,Geostationary,,,84.8¡ E,,
32387,RASCOM 1,2007-063A,12/21/2007,1453.6,,,Geostationary,,,45¡ W,,
32373,RADUGA 1M-1,2007-058A,12/09/2007,1448.8,,,Geostationary,,,85.8¡ W,,
32299,ASTRA 4A (SIRIUS 4),2007-057A,11/17/2007,1436.1,,,Geostationary,,,4.8¡ E,,
32294,SKYNET 5B,2007-056B,11/14/2007,1436.1,,,Geostationary,,,25.1¡ E,,
32293,STAR ONE C1,2007-056A,11/14/2007,1436.1,,,Geostationary,,,65¡ W,,
32258,WGS F1 (USA 195),2007-046A,10/11/2007,1436.1,,,Geostationary,,,6¡ E,,
32253,INTELSAT 11 (PAS 11),2007-044B,10/05/2007,1436.1,,,Geostationary,,,43¡ W,,
32252,OPTUS D2,2007-044A,10/05/2007,1436.1,,,Geostationary,,,152¡ E,,
32050,INSAT 4CR,2007-037A,09/02/2007,1436.1,,,Geostationary,,,47.9¡ E,,
32019,BSAT-3A,2007-036B,08/14/2007,1436.1,,,Geostationary,,,109.8¡ E,,
32018,SPACEWAY 3,2007-036A,08/14/2007,1436.1,,,Geostationary,,,94.9¡ W,,
31862,DIRECTV 10,2007-032A,07/07/2007,1436.1,,,Geostationary,,,102.9¡ W,,
31800,CHINASAT 6B,2007-031A,07/05/2007,1436.1,,,Geostationary,,,115.5¡ E,,
31577,EUTE 3A (SINOSAT 3),2007-021A,05/31/2007,1464.4,,,Geostationary,,,22.8¡ W,,
31395,NIGCOMSAT 1,2007-018A,05/13/2007,1435.6,,,Geostationary,,,103.3¡ E,,
31307,GALAXY 17,2007-016B,05/04/2007,1436.1,,,Geostationary,,,91¡ W,,
31306,ASTRA 1L,2007-016A,05/04/2007,1436.1,,,Geostationary,,,19.2¡ E,,
31102,ANIK F3,2007-009A,04/09/2007,1436.1,,,Geostationary,,,118.7¡ W,,
30794,SKYNET 5A,2007-007B,03/11/2007,1436.2,,,Geostationary,,,95.1¡ E,,
30793,INSAT 4B,2007-007A,03/11/2007,1436.1,,,Geostationary,,,111.3¡ E,,
29656,ETS 8,2006-059A,12/18/2006,1454.5,,,Geostationary,,,110.7¡ E,,
29648,MEASAT 3,2006-056A,12/11/2006,1436.1,,,Geostationary,,,91.5¡ E,,
29644,AMC-18,2006-054B,12/08/2006,1436,,,Geostationary,,,139¡ W,,
29643,WILDBLUE 1,2006-054A,12/08/2006,1436.1,,,Geostationary,,,111.1¡ W,,
29526,ARABSAT 4B,2006-051A,11/08/2006,1436,,,Geostationary,,,26¡ E,,
29520,XM-4,2006-049A,10/30/2006,1436.1,,,Geostationary,,,115.3¡ W,,
29516,SINOSAT 2,2006-048A,10/28/2006,1550.4,,,Geostationary,,,0.8¡ W,,
29495,OPTUS D1,2006-043B,10/13/2006,1436.1,,,Geostationary,,,160¡ E,,
29494,DIRECTV 9S,2006-043A,10/13/2006,1436.1,,,Geostationary,,,101.1¡ W,,
29398,CHINASAT 22A,2006-038A,09/12/2006,1438.8,,,Geostationary,,,152.6¡ W,,
29349,KOREASAT 5,2006-034A,08/22/2006,1436.1,,,Geostationary,,,113.1¡ E,,
29273,SYRACUSE 3B,2006-033B,08/11/2006,1436.1,,,Geostationary,,,5.2¡ W,,
29272,JCSAT 10,2006-033A,08/11/2006,1436.1,,,Geostationary,,,128¡ E,,
29270,EUTE HOT BIRD 13B (HB 8),2006-032A,08/04/2006,1436.1,,,Geostationary,,,13¡ E,,
29236,GALAXY 16,2006-023A,06/18/2006,1436.1,,,Geostationary,,,99¡ W,,
29230,KAZSAT 1,2006-022A,06/17/2006,1451.1,,,Geostationary,,,50.9¡ W,,
29163,THAICOM 5,2006-020B,05/27/2006,1436.1,,,Geostationary,,,78.4¡ E,,
29162,SATMEX 6,2006-020A,05/27/2006,1436.1,,,Geostationary,,,113¡ W,,
29155,GOES 13,2006-018A,05/24/2006,1436.2,,,Geostationary,,,60.2¡ W,,
29055,ASTRA 1KR,2006-012A,04/20/2006,1436.1,,,Geostationary,,,19.2¡ E,,
29045,JCSAT 9,2006-010A,04/12/2006,1436.1,,,Geostationary,,,132¡ E,,
28946,EUTE 9A (HB 7A),2006-007B,03/11/2006,1436.1,,,Geostationary,,,13¡ E,,
28945,SPAINSAT,2006-007A,03/11/2006,1436.1,,,Geostationary,,,30¡ W,,
28937,MTSAT-2,2006-004A,02/18/2006,1436.2,,,Geostationary,,,145¡ E,,
28935,ECHOSTAR 10,2006-003A,02/15/2006,1436.1,,,Geostationary,,,110.2¡ W,,
28924,GE-23,2005-052A,12/29/2005,1436.1,,,Geostationary,,,174¡ E,,
28912,METEOSAT 9 (MSG 2),2005-049B,12/21/2005,1436.2,,,Geostationary,,,3.5¡ E,,
28911,INSAT 4A,2005-049A,12/21/2005,1436.1,,,Geostationary,,,83¡ E,,
28903,SPACEWAY 2,2005-046B,11/16/2005,1436.1,,,Geostationary,,,99.1¡ W,,
28902,TELKOM 2,2005-046A,11/16/2005,1436.1,,,Geostationary,,,157¡ E,,
28899,INMARSAT 4-F2,2005-044A,11/08/2005,1436.1,,,Geostationary,,,63.9¡ E,,
28885,SYRACUSE 3A,2005-041B,10/13/2005,1436.1,,,Geostationary,,,47¡ E,,
28884,GALAXY 15,2005-041A,10/13/2005,1436.1,,,Geostationary,,,133¡ W,,
28868,ANIK F1-R,2005-036A,09/08/2005,1436.1,,,Geostationary,,,107.3¡ W,,
28790,GALAXY 14,2005-030A,08/13/2005,1436.1,,,Geostationary,,,125¡ W,,
28786,IPSTAR 1,2005-028A,08/11/2005,1436.1,,,Geostationary,,,119.5¡ E,,
28707,EXPRESS AM-3,2005-023A,06/24/2005,1436.1,,,Geostationary,,,103¡ E,,
28702,GALAXY 28 (IA 8),2005-022A,06/23/2005,1436.1,,,Geostationary,,,89¡ W,,
28659,DIRECTV 8,2005-019A,05/22/2005,1436.1,,,Geostationary,,,100.7¡ W,,
28644,SPACEWAY 1,2005-015A,04/26/2005,1436.1,,,Geostationary,,,138.9¡ W,,
28638,APSTAR 6,2005-012A,04/12/2005,1436.1,,,Geostationary,,,133.8¡ E,,
28629,EXPRESS AM-2,2005-010A,03/29/2005,1454,,,Geostationary,,,58.4¡ E,,
28628,INMARSAT 4-F1,2005-009A,03/11/2005,1436.1,,,Geostationary,,,143.5¡ E,,
28626,XM-3,2005-008A,03/01/2005,1436.1,,,Geostationary,,,85.1¡ W,,
28622,MTSAT-1R,2005-006A,02/26/2005,1455.8,,,Geostationary,,,166.3¡ E,,
28542,XTAR-EUR,2005-005A,02/12/2005,1436.1,,,Geostationary,,,29¡ E,,
28526,NSS 10 (AMC-12),2005-003A,02/03/2005,1436.1,,,Geostationary,,,37.4¡ W,,
28472,AMC-16,2004-048A,12/17/2004,1436.1,,,Geostationary,,,85¡ W,,
28463,EXPRESS AM-1,2004-043A,10/29/2004,1451.7,,,Geostationary,,,69.4¡ E,,
28451,FENGYUN 2C,2004-042A,10/19/2004,1468.1,,,Geostationary,,,125.3¡ E,,
28446,AMC-15,2004-041A,10/14/2004,1436.1,,,Geostationary,,,105¡ W,,
28417,GSAT 3 (EDUSAT),2004-036A,09/20/2004,1450.6,,,Geostationary,,,35¡ E,,
28393,AMAZONAS,2004-031A,08/04/2004,1462.6,,,Geostationary,,,37.8¡ E,,
28378,ANIK F2,2004-027A,07/18/2004,1436.1,,,Geostationary,,,111.1¡ W,,
28364,APSTAR 5 (TELSTAR 18),2004-024A,06/29/2004,1436.1,,,Geostationary,,,138¡ E,,
28358,INTELSAT 1002,2004-022A,06/16/2004,1436.1,,,Geostationary,,,1¡ W,,
28252,AMC-11 (GE-11),2004-017A,05/19/2004,1436.1,,,Geostationary,,,131¡ W,,
28238,DIRECTV 7S,2004-016A,05/04/2004,1436.1,,,Geostationary,,,119¡ W,,
28234,EXPRESS AM-11,2004-015A,04/26/2004,1451.1,,,Geostationary,,,114.1¡ E,,
28218,SUPERBIRD 6,2004-011A,04/16/2004,1447.7,,,Geostationary,,,22.9¡ W,,
28194,RADUGA 1-7,2004-010A,03/27/2004,1434.5,,,Geostationary,,,76.2¡ E,,
28187,EUTE 7A (EUTE W3A),2004-008A,03/15/2004,1436.1,,,Geostationary,,,7¡ E,,
28184,MBSAT,2004-007A,03/13/2004,1436.1,,,Geostationary,,,61¡ E,,
28154,AMC-10 (GE-10),2004-003A,02/05/2004,1436.1,,,Geostationary,,,135¡ W,,
