NORAD ID,Name,International Code,launch date ,Period (minutes),Status,Beacon (MHz),Category,magnitude,PRN,Longitude,SV,isFavourite
33468,COSMOS 2448 (GLONASS),2008-067C,12/25/2008,675.7,,,Glonass Operational,,,,N/A,
33467,COSMOS 2449 (GLONASS),2008-067B,12/25/2008,675.7,,,Glonass Operational,,,,N/A,
33466,COSMOS 2447 (GLONASS),2008-067A,12/25/2008,675.7,,,Glonass Operational,,,,N/A,
33380,COSMOS 2444 (GLONASS),2008-046C,09/25/2008,675.7,,,Glonass Operational,,,,N/A,
33379,COSMOS 2443 (GLONASS),2008-046B,09/25/2008,675.7,,,Glonass Operational,,,,N/A,
33378,COSMOS 2442 (GLONASS),2008-046A,09/25/2008,675.7,,,Glonass Operational,,,,N/A,
32395,COSMOS 2436 (GLONASS),2007-065C,12/25/2007,675.7,,,Glonass Operational,,,,723,
32394,COSMOS 2435 (GLONASS),2007-065B,12/25/2007,675.7,,,Glonass Operational,,,,N/A,
32393,COSMOS 2434 (GLONASS),2007-065A,12/25/2007,675.7,,,Glonass Operational,,,,721,
32277,COSMOS 2431 (GLONASS),2007-052C,10/26/2007,675.4,,,Glonass Operational,,,,N/A,
32276,COSMOS 2432 (GLONASS),2007-052B,10/26/2007,675.7,,,Glonass Operational,,,,719,
32275,COSMOS 2433 (GLONASS),2007-052A,10/26/2007,675.7,,,Glonass Operational,,,,720,
29672,COSMOS 2424 (GLONASS),2006-062C,12/25/2006,675.8,,,Glonass Operational,,,,N/A,
29671,COSMOS 2426 (GLONASS),2006-062B,12/25/2006,675.7,,,Glonass Operational,,,,717,
29670,COSMOS 2425 (GLONASS),2006-062A,12/25/2006,675.7,,,Glonass Operational,,,,716,
28917,COSMOS 2417 (GLONASS),2005-050C,12/25/2005,675.7,,,Glonass Operational,,,,N/A,
28916,COSMOS 2418 (GLONASS),2005-050B,12/25/2005,675.7,,,Glonass Operational,,,,N/A,
28915,COSMOS 2419 (GLONASS),2005-050A,12/25/2005,675.7,,,Glonass Operational,,,,N/A,
28510,COSMOS 2412 (GLONASS),2004-053C,12/26/2004,675.7,,,Glonass Operational,,,,N/A,
28509,COSMOS 2411 (GLONASS),2004-053B,12/26/2004,675.7,,,Glonass Operational,,,,N/A,
28508,COSMOS 2413 (GLONASS),2004-053A,12/26/2004,675.7,,,Glonass Operational,,,,N/A,
28114,COSMOS 2403 (GLONASS),2003-056C,12/10/2003,675.7,,,Glonass Operational,,,,N/A,
28113,COSMOS 2402 (GLONASS),2003-056B,12/10/2003,675.7,,,Glonass Operational,,,,N/A,
28112,COSMOS 2404 (GLONASS),2003-056A,12/10/2003,675.8,,,Glonass Operational,,,,N/A,
27619,COSMOS 2395 (GLONASS),2002-060C,12/25/2002,675.7,,,Glonass Operational,,,,N/A,
27618,COSMOS 2396 (GLONASS),2002-060B,12/25/2002,675.7,,,Glonass Operational,,,,N/A,
27617,COSMOS 2394 (GLONASS),2002-060A,12/25/2002,675.7,,,Glonass Operational,,,,N/A,
26989,COSMOS 2380 (GLONASS),2001-053C,12/01/2001,675.7,,,Glonass Operational,,,,N/A,
26988,COSMOS 2381 (GLONASS),2001-053B,12/01/2001,675.7,,,Glonass Operational,,,,N/A,
26987,COSMOS 2382 (GLONASS),2001-053A,12/01/2001,675.7,,,Glonass Operational,,,,N/A,
26566,COSMOS 2374 (GLONASS),2000-063C,10/13/2000,675.7,,,Glonass Operational,,,,N/A,
26565,COSMOS 2376 (GLONASS),2000-063B,10/13/2000,675.7,,,Glonass Operational,,,,N/A,
26564,COSMOS 2375 (GLONASS),2000-063A,10/13/2000,675.7,,,Glonass Operational,,,,N/A,
25595,COSMOS 2362 (GLONASS),1998-077C,12/30/1998,675.7,,,Glonass Operational,,,,N/A,
25594,COSMOS 2363 (GLONASS),1998-077B,12/30/1998,675.7,,,Glonass Operational,,,,N/A,
25593,COSMOS 2364 (GLONASS),1998-077A,12/30/1998,675.7,,,Glonass Operational,,,,N/A,
23736,COSMOS 2323 (GLONASS),1995-068C,12/14/1995,675.7,,,Glonass Operational,,,,N/A,
23735,COSMOS 2324 (GLONASS),1995-068B,12/14/1995,675.7,,,Glonass Operational,,,,N/A,
23734,COSMOS 2325 (GLONASS),1995-068A,12/14/1995,675.7,,,Glonass Operational,,,,N/A,
23622,COSMOS 2318 (GLONASS),1995-037C,07/24/1995,675.7,,,Glonass Operational,,,,N/A,
23621,COSMOS 2317 (GLONASS),1995-037B,07/24/1995,675.7,,,Glonass Operational,,,,N/A,
23620,COSMOS 2316 (GLONASS),1995-037A,07/24/1995,675.7,,,Glonass Operational,,,,N/A,
23513,COSMOS 2309 (GLONASS),1995-009C,03/07/1995,675.9,,,Glonass Operational,,,,N/A,
23512,COSMOS 2308 (GLONASS),1995-009B,03/07/1995,675.7,,,Glonass Operational,,,,N/A,
23511,COSMOS 2307 (GLONASS),1995-009A,03/07/1995,675.7,,,Glonass Operational,,,,N/A,
23398,COSMOS 2294 (GLONASS),1994-076C,11/20/1994,675.7,,,Glonass Operational,,,,N/A,
23397,COSMOS 2296 (GLONASS),1994-076B,11/20/1994,675.7,,,Glonass Operational,,,,N/A,
23396,COSMOS 2295 (GLONASS),1994-076A,11/20/1994,675.7,,,Glonass Operational,,,,N/A,
23205,COSMOS 2288 (GLONASS),1994-050C,08/11/1994,675.7,,,Glonass Operational,,,,N/A,
23204,COSMOS 2289 (GLONASS),1994-050B,08/11/1994,675.7,,,Glonass Operational,,,,N/A,
23203,COSMOS 2287 (GLONASS),1994-050A,08/11/1994,675.7,,,Glonass Operational,,,,N/A,
23045,COSMOS 2275 (GLONASS),1994-021C,04/11/1994,675.7,,,Glonass Operational,,,,N/A,
23044,COSMOS 2277 (GLONASS),1994-021B,04/11/1994,675.7,,,Glonass Operational,,,,N/A,
23043,COSMOS 2276 (GLONASS),1994-021A,04/11/1994,675.7,,,Glonass Operational,,,,N/A,
22514,COSMOS 2235 (GLONASS),1993-010C,02/17/1993,675.7,,,Glonass Operational,,,,N/A,
22513,COSMOS 2236 (GLONASS),1993-010B,02/17/1993,675.7,,,Glonass Operational,,,,N/A,
22512,COSMOS 2234 (GLONASS),1993-010A,02/17/1993,675.7,,,Glonass Operational,,,,N/A,
22058,COSMOS 2205 (GLONASS),1992-047C,07/30/1992,675.7,,,Glonass Operational,,,,N/A,
22057,COSMOS 2204 (GLONASS),1992-047B,07/30/1992,675.7,,,Glonass Operational,,,,N/A,
22056,COSMOS 2206 (GLONASS),1992-047A,07/30/1992,675.7,,,Glonass Operational,,,,N/A,
21855,COSMOS 2179 (GLONASS),1992-005C,01/29/1992,675.7,,,Glonass Operational,,,,N/A,
21854,COSMOS 2178 (GLONASS),1992-005B,01/29/1992,675.7,,,Glonass Operational,,,,N/A,
21853,COSMOS 2177 (GLONASS),1992-005A,01/29/1992,675.7,,,Glonass Operational,,,,N/A,
21218,COSMOS 2141 (GLONASS),1991-025C,04/04/1991,675.7,,,Glonass Operational,,,,N/A,
21217,COSMOS 2140 (GLONASS),1991-025B,04/04/1991,675.7,,,Glonass Operational,,,,N/A,
21216,COSMOS 2139 (GLONASS),1991-025A,04/04/1991,675.7,,,Glonass Operational,,,,N/A,
21008,COSMOS 2111 (GLONASS),1990-110C,12/08/1990,675.7,,,Glonass Operational,,,,N/A,
21007,COSMOS 2110 (GLONASS),1990-110B,12/08/1990,675.7,,,Glonass Operational,,,,N/A,
21006,COSMOS 2109 (GLONASS),1990-110A,12/08/1990,675.7,,,Glonass Operational,,,,N/A,
20621,COSMOS 2081 (GLONASS),1990-045C,05/19/1990,675.7,,,Glonass Operational,,,,N/A,
20620,COSMOS 2080 (GLONASS),1990-045B,05/19/1990,675.7,,,Glonass Operational,,,,N/A,
20619,COSMOS 2079 (GLONASS),1990-045A,05/19/1990,675.7,,,Glonass Operational,,,,N/A,
20026,COSMOS 2024 (ETALON 2),1989-039C,05/31/1989,675.4,,,Glonass Operational,,,,N/A,
20025,COSMOS 2023 (GLONASS),1989-039B,05/31/1989,675.7,,,Glonass Operational,,,,N/A,
20024,COSMOS 2022 (GLONASS),1989-039A,05/31/1989,675.7,,,Glonass Operational,,,,N/A,
19751,COSMOS 1989 (ETALON 1),1989-001C,01/10/1989,675.6,,,Glonass Operational,,,,N/A,
19750,COSMOS 1988 (GLONASS),1989-001B,01/10/1989,675.7,,,Glonass Operational,,,,N/A,
19749,COSMOS 1987 (GLONASS),1989-001A,01/10/1989,675.7,,,Glonass Operational,,,,N/A,
19503,COSMOS 1972 (GLONASS),1988-085C,09/16/1988,675.7,,,Glonass Operational,,,,N/A,
19502,COSMOS 1971 (GLONASS),1988-085B,09/16/1988,675.7,,,Glonass Operational,,,,N/A,
19501,COSMOS 1970 (GLONASS),1988-085A,09/16/1988,675.7,,,Glonass Operational,,,,N/A,
19165,COSMOS 1948 (GLONASS),1988-043C,05/21/1988,675.7,,,Glonass Operational,,,,N/A,
19164,COSMOS 1947 (GLONASS),1988-043B,05/21/1988,675.7,,,Glonass Operational,,,,N/A,
19163,COSMOS 1946 (GLONASS),1988-043A,05/21/1988,675.7,,,Glonass Operational,,,,N/A,
18357,COSMOS 1885 (GLONASS),1987-079C,09/16/1987,675.7,,,Glonass Operational,,,,N/A,
18356,COSMOS 1884 (GLONASS),1987-079B,09/16/1987,675.7,,,Glonass Operational,,,,N/A,
18355,COSMOS 1883 (GLONASS),1987-079A,09/16/1987,675.7,,,Glonass Operational,,,,N/A,
16963,COSMOS 1780 (GLONASS),1986-071C,09/16/1986,675.7,,,Glonass Operational,,,,N/A,
16962,COSMOS 1779 (GLONASS),1986-071B,09/16/1986,675.7,,,Glonass Operational,,,,N/A,
16961,COSMOS 1778 (GLONASS),1986-071A,09/16/1986,675.7,,,Glonass Operational,,,,N/A,
16398,COSMOS 1712 (GLONASS),1985-118C,12/24/1985,676.3,,,Glonass Operational,,,,N/A,
16397,COSMOS 1711 (GLONASS),1985-118B,12/24/1985,675.7,,,Glonass Operational,,,,N/A,
16396,COSMOS 1710 (GLONASS),1985-118A,12/24/1985,675.7,,,Glonass Operational,,,,N/A,
15699,COSMOS 1652 (GLONASS),1985-037C,05/17/1985,675.8,,,Glonass Operational,,,,N/A,
15698,COSMOS 1651 (GLONASS),1985-037B,05/17/1985,675.7,,,Glonass Operational,,,,N/A,
15697,COSMOS 1650 (GLONASS),1985-037A,05/17/1985,675.7,,,Glonass Operational,,,,N/A,
15261,COSMOS 1595 (GLONASS),1984-095C,09/04/1984,675.7,,,Glonass Operational,,,,N/A,
15260,COSMOS 1594 (GLONASS),1984-095B,09/04/1984,677.2,,,Glonass Operational,,,,N/A,
15259,COSMOS 1593 (GLONASS),1984-095A,09/04/1984,675.7,,,Glonass Operational,,,,N/A,
14979,COSMOS 1556 (GLONASS),1984-047C,05/19/1984,676.3,,,Glonass Operational,,,,N/A,
14978,COSMOS 1555 (GLONASS),1984-047B,05/19/1984,675.7,,,Glonass Operational,,,,N/A,
14977,COSMOS 1554 (GLONASS),1984-047A,05/19/1984,675.7,,,Glonass Operational,,,,N/A,
14592,COSMOS 1521 (GLONASS),1983-127C,12/29/1983,673.4,,,Glonass Operational,,,,N/A,
14591,COSMOS 1520 (GLONASS),1983-127B,12/29/1983,675.7,,,Glonass Operational,,,,N/A,
14590,COSMOS 1519 (GLONASS),1983-127A,12/29/1983,675.7,,,Glonass Operational,,,,N/A,
14260,COSMOS 1492 (GLONASS),1983-084C,08/10/1983,676.8,,,Glonass Operational,,,,N/A,
14259,COSMOS 1491 (GLONASS),1983-084B,08/10/1983,668.4,,,Glonass Operational,,,,N/A,
14258,COSMOS 1490 (GLONASS),1983-084A,08/10/1983,675.7,,,Glonass Operational,,,,N/A,
13607,COSMOS 1415 (GLONASS),1982-100E,10/12/1982,673.5,,,Glonass Operational,,,,N/A,
13606,COSMOS 1414 (GLONASS),1982-100D,10/12/1982,675.7,,,Glonass Operational,,,,N/A,
13603,COSMOS 1413 (GLONASS),1982-100A,10/12/1982,673.3,,,Glonass Operational,,,,N/A,
40554,GONETS M 13 (M23),2015-020C,03/31/2015,115.9,,,Gonets,,,,,
40553,GONETS M 12 (M22),2015-020B,03/31/2015,115.9,,,Gonets,,,,,
40552,GONETS M 11 (M21),2015-020A,03/31/2015,115.9,,,Gonets,,,,,
40063,GONETS-M 10,2014-036C,07/03/2014,115.9,,,Gonets,,,,,
40062,GONETS-M 9,2014-036B,07/03/2014,115.9,,,Gonets,,,,,
40061,GONETS-M 8,2014-036A,07/03/2014,115.9,,,Gonets,,,,,
39251,GONETS M-7,2013-048C,09/11/2013,115.9,,,Gonets,,,,,
39250,GONETS M-6,2013-048B,09/11/2013,115.9,,,Gonets,,,,,
39249,GONETS M-5,2013-048A,09/11/2013,115.9,,,Gonets,,,,,
38736,GONETS M 04,2012-041D,07/28/2012,115.8,,,Gonets,,,,,
38734,GONETS M 03,2012-041B,07/28/2012,115.7,,,Gonets,,,,,
37153,STRELA 3,2010-043B,09/08/2010,116.1,,,Gonets,,,,,
27060,GONETS D1 9,2001-058F,12/28/2001,114,,,Gonets,,,,,
27059,GONETS D1 8,2001-058E,12/28/2001,114.2,,,Gonets,,,,,
27058,GONETS D1 7,2001-058D,12/28/2001,114.1,,,Gonets,,,,,
24730,GONETS D1 6,1997-006F,02/14/1997,114.1,,,Gonets,,,,,
24729,GONETS D1 5,1997-006E,02/14/1997,114,,,Gonets,,,,,
24728,GONETS D1 4,1997-006D,02/14/1997,113.9,,,Gonets,,,,,
23789,GONETS D1 3,1996-009C,02/19/1996,114.1,,,Gonets,,,,,
23788,GONETS D1 2,1996-009B,02/19/1996,114,,,Gonets,,,,,
23787,GONETS D1 1,1996-009A,02/19/1996,113.9,,,Gonets,,,,,
26372,GORIZONT 33,2000-029A,06/06/2000,1436.4,,,Gorizont,,,,,
23880,GORIZONT 32,1996-034A,05/25/1996,1437.3,,,Gorizont,,,,,
23775,GORIZONT 31,1996-005A,01/25/1996,1441.6,,,Gorizont,,,,,
23108,GORIZONT 30,1994-030A,05/20/1994,1434.6,,,Gorizont,,,,,
22907,GORIZONT 29,1993-072A,11/18/1993,1438.2,,,Gorizont,,,,,
22880,GORIZONT 28,1993-069A,10/28/1993,1445,,,Gorizont,,,,,
22245,GORIZONT 27,1992-082A,11/27/1992,1436.9,,,Gorizont,,,,,
22041,GORIZONT 26,1992-043A,07/14/1992,1451,,,Gorizont,,,,,
21922,GORIZONT 25,1992-017A,04/02/1992,1442.2,,,Gorizont,,,,,
21759,GORIZONT 24,1991-074A,10/23/1991,1462.8,,,Gorizont,,,,,
21533,GORIZONT 23,1991-046A,07/01/1991,1455.9,,,Gorizont,,,,,
20953,GORIZONT 22,1990-102A,11/23/1990,1436,,,Gorizont,,,,,
20923,GORIZONT 21,1990-094A,11/03/1990,1436.5,,,Gorizont,,,,,
20659,GORIZONT 20,1990-054A,06/20/1990,1436.8,,,Gorizont,,,,,
20263,GORIZONT 19,1989-081A,09/28/1989,1436.9,,,Gorizont,,,,,
20107,GORIZONT 18,1989-052A,07/05/1989,1448.7,,,Gorizont,,,,,
19765,GORIZONT 17,1989-004A,01/26/1989,1453.6,,,Gorizont,,,,,
19397,GORIZONT 16,1988-071A,08/18/1988,1440.4,,,Gorizont,,,,,
19017,GORIZONT 15,1988-028A,03/31/1988,1472,,,Gorizont,,,,,
17969,GORIZONT 14,1987-040A,05/11/1987,1474.5,,,Gorizont,,,,,
17083,GORIZONT 13,1986-090A,11/18/1986,1488.7,,,Gorizont,,,,,
16769,GORIZONT 12,1986-044A,06/10/1986,1435.2,,,Gorizont,,,,,
15484,GORIZONT 11,1985-007A,01/18/1985,1436,,,Gorizont,,,,,
15144,GORIZONT 10,1984-078A,08/01/1984,1437.2,,,Gorizont,,,,,
14940,GORIZONT 9,1984-041A,04/22/1984,1436.3,,,Gorizont,,,,,
14532,GORIZONT 8,1983-118A,11/30/1983,1465.4,,,Gorizont,,,,,
14160,GORIZONT 7,1983-066A,06/30/1983,1464.2,,,Gorizont,,,,,
13624,GORIZONT 6,1982-103A,10/20/1982,1436,,,Gorizont,,,,,
13092,GORIZONT 5,1982-020A,03/15/1982,1461.4,,,Gorizont,,,,,
11841,GORIZONT 4,1980-049A,06/14/1980,1460,,,Gorizont,,,,,
11648,GORIZONT 3,1979-105A,12/28/1979,1436.5,,,Gorizont,,,,,
11440,GORIZONT 2,1979-062A,07/05/1979,1435.6,,,Gorizont,,,,,
11158,GORIZONT 1,1978-118A,12/19/1978,1436.6,,,Gorizont,,,,,
43286,IRNSS 1I,2018-035A,04/11/2018,1436,,,IRNSS,,,,,
42928,IRNSS 1H/PSLV,2017-051A,08/31/2017,106.9,,,IRNSS,,,,,
41469,IRNSS 1G,2016-027A,04/28/2016,1436,,,IRNSS,,,,,
41384,IRNSS 1F,2016-015A,03/10/2016,1436,,,IRNSS,,,,,
41241,IRNSS-1E,2016-003A,01/20/2016,1436.1,,,IRNSS,,,,,
40547,IRNSS 1D,2015-018A,03/28/2015,1436,,,IRNSS,,,,,
40269,IRNSS 1C,2014-061A,10/15/2014,1436.1,,,IRNSS,,,,,
39635,IRNSS 1B,2014-017A,04/04/2014,1436.1,,,IRNSS,,,,,
39199,IRNSS-1A,2013-034A,07/01/2013,1436,,,IRNSS,,,,,
43827,DRAGON CRS-16,2018-101A,12/05/2018,92.7,,,ISS,,,,,
43756,SOYUZ MS-11,2018-098A,12/03/2018,92.7,,,ISS,,,,,
43704,CYGNUS NG-10,2018-092A,11/17/2018,92.7,,,ISS,,,,,
43702,PROGRESS MS-10,2018-091A,11/16/2018,92.7,,,ISS,,,,,
43537,PROGRESS MS-09,2018-058A,07/09/2018,92.7,,,ISS,,,,,
43493,SOYUZ MS-09,2018-050A,06/06/2018,92.7,,,ISS,,,,,
41765,TIANGONG-2,2016-057A,09/15/2016,92.3,,,ISS,,,,,
36086,POISK,2009-060A,11/10/2009,91.3,,,ISS,,,,,
26700,ISS (DESTINY),2001-006B,02/07/2001,-,,,ISS,,,,,
26400,ISS (ZVEZDA),2000-037A,07/12/2000,91.7,,,ISS,,,,,
25575,ISS (UNITY),1998-069F,12/04/1998,-,,,ISS,,,,,
25544,SPACE STATION,1998-067A,11/20/1998,92.7,,,ISS,,,,,
25544,SPACE STATION,1998-067A,11/20/1998,92.7,,,ISS,,,,,
25544,SPACE STATION,1998-067A,11/20/1998,92.7,,,ISS,,,,,
25544,SPACE STATION,1998-067A,11/20/1998,92.7,,,ISS,,,,,
25544,SPACE STATION,1998-067A,11/20/1998,92.7,,,ISS,,,,,
25544,SPACE STATION,1998-067A,11/20/1998,92.7,,,ISS,,,,,
42950,INTELSAT-37E,2017-059A,09/29/2017,1436.1,,,Intelsat,,,,,
41945,INTELSAT 32E (SKY BRASIL 1),2017-007B,02/14/2017,1436.2,,,Intelsat,,,,,
41748,INTELSAT 33E,2016-053B,08/24/2016,1436.1,,,Intelsat,,,,,
41747,INTELSAT 36,2016-053A,08/24/2016,1436.1,,,Intelsat,,,,,
41581,INTELSAT 31,2016-035A,06/09/2016,1436.1,,,Intelsat,,,,,
41308,INTELSAT 29E,2016-004A,01/27/2016,1436.1,,,Intelsat,,,,,
40874,INTELSAT 34,2015-039A,08/20/2015,1436.1,,,Intelsat,,,,,
40271,INTELSAT 30 (IS-30),2014-062A,10/16/2014,1436.1,,,Intelsat,,,,,
38867,INTELSAT 23,2012-057A,10/14/2012,1436.1,,,Intelsat,,,,,
38749,INTELSAT 21,2012-045A,08/19/2012,1436.1,,,Intelsat,,,,,
38740,INTELSAT 20,2012-043A,08/02/2012,1436.1,,,Intelsat,,,,,
38356,INTELSAT 19,2012-030A,06/01/2012,1436.1,,,Intelsat,,,,,
38098,INTELSAT 22,2012-011A,03/25/2012,1436.1,,,Intelsat,,,,,
37834,INTELSAT 18,2011-056A,10/05/2011,1436.1,,,Intelsat,,,,,
37392,INTELSAT NEW DAWN,2011-016A,04/22/2011,1436.1,,,Intelsat,,,,,
37238,INTELSAT 17,2010-065B,11/26/2010,1436.1,,,Intelsat,,,,,
36397,INTELSAT 16,2010-006A,02/12/2010,1436.1,,,Intelsat,,,,,
36106,INTELSAT 15,2009-067A,11/30/2009,1436.1,,,Intelsat,,,,,
36097,INTELSAT 14,2009-064A,11/23/2009,1436.1,,,Intelsat,,,,,
33153,INTELSAT 25(PROTOSTAR 1),2008-034A,07/07/2008,1436.1,,,Intelsat,,,,,
32253,INTELSAT 11 (PAS 11),2007-044B,10/05/2007,1436.1,,,Intelsat,,,,,
28702,GALAXY 28 (IA 8),2005-022A,06/23/2005,1436.1,,,Intelsat,,,,,
28358,INTELSAT 1002,2004-022A,06/16/2004,1436.1,,,Intelsat,,,,,
27683,INTELSAT 907,2003-007A,02/15/2003,1436.1,,,Intelsat,,,,,
27513,INTELSAT 906,2002-041A,09/06/2002,1436.1,,,Intelsat,,,,,
27438,INTELSAT 905,2002-027A,06/05/2002,1436.1,,,Intelsat,,,,,
27403,INTELSAT 903,2002-016A,03/30/2002,1436,,,Intelsat,,,,,
27380,INTELSAT 904,2002-007A,02/23/2002,1436.1,,,Intelsat,,,,,
26900,INTELSAT 902,2001-039A,08/30/2001,1436.1,,,Intelsat,,,,,
26824,INTELSAT 901,2001-024A,06/09/2001,1436.1,,,Intelsat,,,,,
25371,INTELSAT 805,1998-037A,06/18/1998,1436.1,,,Intelsat,,,,,
25239,NSS 806 (INTELSAT 806),1998-014A,02/28/1998,1453.4,,,Intelsat,,,,,
25110,INTELSAT 804,1997-083A,12/21/1997,1436.6,,,Intelsat,,,,,
24957,NSS 5 (INTELSAT 803),1997-053A,09/23/1997,1436.1,,,Intelsat,,,,,
24846,INTELSAT 802,1997-031A,06/25/1997,1467.8,,,Intelsat,,,,,
24742,INTELSAT 801,1997-009A,03/01/1997,1458.5,,,Intelsat,,,,,
23915,INTELSAT 709,1996-035A,06/15/1996,1451.9,,,Intelsat,,,,,
23816,INTELSAT 707,1996-015A,03/14/1996,1462.2,,,Intelsat,,,,,
23571,INTELSAT 706,1995-023A,05/17/1995,1453.7,,,Intelsat,,,,,
23528,INTELSAT 705,1995-013A,03/22/1995,1454.9,,,Intelsat,,,,,
23461,INTELSAT 704,1995-001A,01/10/1995,1451.9,,,Intelsat,,,,,
23305,NSS 703 (INTELSAT 703),1994-064A,10/06/1994,1450.1,,,Intelsat,,,,,
23124,INTELSAT 702,1994-034A,06/17/1994,1455.5,,,Intelsat,,,,,
22871,INTELSAT 701,1993-066A,10/22/1993,1449.8,,,Intelsat,,,,,
21989,NSS K (INTELSAT K),1992-032A,06/10/1992,1481.8,,,Intelsat,,,,,
21765,INTELSAT 601,1991-075A,10/29/1991,1445.9,,,Intelsat,,,,,
21653,INTELSAT 605,1991-055A,08/14/1991,1449.8,,,Intelsat,,,,,
20667,INTELSAT 604,1990-056A,06/23/1990,1462.9,,,Intelsat,,,,,
20523,INTELSAT 603,1990-021A,03/14/1990,1447.5,,,Intelsat,,,,,
20315,INTELSAT 602,1989-087A,10/27/1989,1454.4,,,Intelsat,,,,,
19772,INTELSAT 515,1989-006A,01/27/1989,1453,,,Intelsat,,,,,
19121,NSS 513 (INTELSAT 513),1988-040A,05/17/1988,1460.8,,,Intelsat,,,,,
16101,INTELSAT 512,1985-087A,09/28/1985,1452.9,,,Intelsat,,,,,
15873,INTELSAT 511,1985-055A,06/30/1985,1438.9,,,Intelsat,,,,,
15629,INTELSAT 510,1985-025A,03/22/1985,1465.1,,,Intelsat,,,,,
14786,INTELSAT 508,1984-023A,03/05/1984,1480.1,,,Intelsat,,,,,
14421,INTELSAT 507,1983-105A,10/19/1983,1444.3,,,Intelsat,,,,,
14077,INTELSAT 506,1983-047A,05/19/1983,1452.2,,,Intelsat,,,,,
13595,INTELSAT 505,1982-097A,09/28/1982,1463.3,,,Intelsat,,,,,
13083,INTELSAT 504,1982-017A,03/05/1982,1451.2,,,Intelsat,,,,,
12994,INTELSAT 503,1981-119A,12/15/1981,1447.8,,,Intelsat,,,,,
12474,INTELSAT 501,1981-050A,05/23/1981,1456.7,,,Intelsat,,,,,
12089,INTELSAT 502,1980-098A,12/06/1980,1456.2,,,Intelsat,,,,,
10778,INTELSAT 4A-F6,1978-035A,03/31/1978,1437.1,,,Intelsat,,,,,
10557,INTELSAT 4A-F3,1978-002A,01/07/1978,1441.4,,,Intelsat,,,,,
10024,INTELSAT 4A-F4,1977-041A,05/26/1977,1448,,,Intelsat,,,,,
8620,INTELSAT 4A-F2,1976-010A,01/29/1976,1444.4,,,Intelsat,,,,,
8330,INTELSAT 4A-F1,1975-091A,09/26/1975,1441,,,Intelsat,,,,,
7815,INTELSAT 4-F1,1975-042A,05/22/1975,1450.7,,,Intelsat,,,,,
7544,INTELSAT 4-F8,1974-093A,11/21/1974,1443,,,Intelsat,,,,,
6796,INTELSAT 4-F7,1973-058A,08/23/1973,1452.4,,,Intelsat,,,,,
6052,INTELSAT 4-F5,1972-041A,06/13/1972,1438.2,,,Intelsat,,,,,
5775,INTELSAT 4-F4,1972-003A,01/23/1972,1442.4,,,Intelsat,,,,,
5709,INTELSAT 4-F3,1971-116A,12/20/1971,1445.6,,,Intelsat,,,,,
4881,INTELSAT 4-F2,1971-006A,01/26/1971,1456.9,,,Intelsat,,,,,
4478,INTELSAT 3-F8,1970-055A,07/23/1970,1408.1,,,Intelsat,,,,,
4376,INTELSAT 3-F7,1970-032A,04/23/1970,1436.3,,,Intelsat,,,,,
4297,INTELSAT 3-F6,1970-003A,01/15/1970,1452.3,,,Intelsat,,,,,
3947,INTELSAT 3-F4,1969-045A,05/22/1969,1599.2,,,Intelsat,,,,,
3674,INTELSAT 3-F3,1969-011A,02/06/1969,1695.5,,,Intelsat,,,,,
3623,INTELSAT 3-F2,1968-116A,12/19/1968,1596.6,,,Intelsat,,,,,
2969,INTELSAT 2-F4,1967-094A,09/28/1967,1434.6,,,Intelsat,,,,,
2717,INTELSAT 2-F3,1967-026A,03/23/1967,1437.2,,,Intelsat,,,,,
2639,INTELSAT 2-F2,1967-001A,01/11/1967,1435.8,,,Intelsat,,,,,
2514,INTELSAT 2-F1,1966-096A,10/26/1966,718.6,,,Intelsat,,,,,
1317,INTELSAT 1-F1,1965-028A,04/06/1965,1435.3,,,Intelsat,,,,,
43578,IRIDIUM 159,2018-061K,07/25/2018,100.4,,,Iridium,,,,,
43577,IRIDIUM 164,2018-061J,07/25/2018,100.4,,,Iridium,,,,,
43576,IRIDIUM 156,2018-061H,07/25/2018,100.4,,,Iridium,,,,,
43575,IRIDIUM 163,2018-061G,07/25/2018,100.4,,,Iridium,,,,,
43574,IRIDIUM 154,2018-061F,07/25/2018,100.4,,,Iridium,,,,,
43573,IRIDIUM 155,2018-061E,07/25/2018,100.4,,,Iridium,,,,,
43572,IRIDIUM 165,2018-061D,07/25/2018,100.4,,,Iridium,,,,,
43571,IRIDIUM 158,2018-061C,07/25/2018,100.4,,,Iridium,,,,,
43570,IRIDIUM 166,2018-061B,07/25/2018,100.4,,,Iridium,,,,,
43569,IRIDIUM 160,2018-061A,07/25/2018,100.4,,,Iridium,,,,,
43482,IRIDIUM 162,2018-047G,05/22/2018,99.8,,,Iridium,,,,,
43481,IRIDIUM 110,2018-047F,05/22/2018,100.4,,,Iridium,,,,,
43480,IRIDIUM 147,2018-047E,05/22/2018,100.4,,,Iridium,,,,,
43479,IRIDIUM 152,2018-047D,05/22/2018,100.4,,,Iridium,,,,,
43478,IRIDIUM 161,2018-047C,05/22/2018,99.8,,,Iridium,,,,,
43258,IRIDIUM 143,2018-030C,03/30/2018,100.4,,,Iridium,,,,,
43257,IRIDIUM 150,2018-030B,03/30/2018,100.4,,,Iridium,,,,,
43256,IRIDIUM 142,2018-030J,03/30/2018,100.4,,,Iridium,,,,,
